# {"t_start": 1713710399.8521173, "env_id": "PctDiscrete-v0"} 
r,l,t
155.623462,25,7.02575
253.639762,35,15.176965
194.171678,30,21.707932
189.84544,28,27.854781
175.775029,26,33.796708
198.333529,30,40.996197
178.538371,24,47.008083
259.829009,36,55.513367
270.547433,36,63.834917
253.048216,36,89.205251
278.129848,39,130.857597
269.42733,36,139.744055
259.186376,36,148.311291
254.231519,37,156.968678
234.780292,31,165.651012
224.295247,32,286.469829
179.943513,23,291.890669
222.8582,33,299.528661
206.606898,29,306.394383
294.262064,43,316.582442
163.116318,24,322.173646
249.807873,34,330.122994
133.179253,21,335.305876
175.443067,28,341.510257
262.542449,36,350.233885
252.799431,37,358.650482
289.323904,38,367.506526
267.913984,36,376.188326
202.302919,32,384.33343
193.504757,28,391.205117
204.425334,30,398.615216
138.599502,20,403.690065
277.990969,38,413.456407
223.053667,31,421.579161
243.198126,32,429.704363
198.012281,28,436.607565
269.333455,37,445.708105
199.474278,29,453.248099
260.366541,36,475.329233
225.916628,35,627.816334
184.381598,25,634.406591
193.284614,28,641.681763
235.47176,32,649.711289
239.691463,36,658.816042
245.415255,35,667.847287
218.600149,32,675.889035
300.632658,40,696.397654
281.76035,37,939.577325
221.092017,33,947.242272
210.074842,30,954.689169
197.199698,28,962.136646
206.411158,29,969.791154
178.380814,25,976.023474
230.177879,31,984.279553
248.436349,35,993.164626
227.074652,32,1001.148561
246.846406,36,1010.138723
219.689239,31,1017.905544
208.165597,30,1025.646169
202.705074,32,1034.470996
234.780021,34,1055.012294
211.038546,31,1099.711629
230.322329,33,1207.893603
228.340567,31,1215.358725
167.15122,24,1220.886045
219.690884,34,1228.905717
206.765043,32,1236.695628
181.658331,30,1243.971998
230.225842,34,1252.480061
172.501875,24,1258.320543
221.705805,31,1266.189228
197.57517,27,1272.806919
220.401407,35,1280.622967
225.123354,35,1289.503178
232.784168,34,1297.367893
233.368086,34,1305.253103
169.819143,26,1311.287998
253.296745,37,1319.707652
252.444649,35,1328.109783
233.799042,33,1335.504607
291.457785,38,1343.937642
235.290653,31,1351.421105
195.688783,30,1358.482694
156.278608,23,1363.754726
238.188227,36,1371.885848
231.712714,32,1379.244716
203.560546,32,1386.436526
173.632443,28,1392.806878
217.148461,30,1399.718041
219.054721,27,1405.678424
221.47438,31,1412.784859
242.008291,37,1421.52773
169.228809,23,1426.430955
175.995141,23,1431.707095
269.854917,35,1439.559231
266.49939,39,1448.855171
232.985453,34,1456.568126
255.861683,37,1465.123291
295.429857,38,1473.608421
274.752696,38,1482.066201
242.719104,35,1490.392144
227.330555,33,1497.749131
198.991612,27,1504.070239
212.436761,33,1511.434637
211.350189,28,1517.958622
237.127319,32,1525.233214
224.274627,31,1532.267449
211.036835,31,1538.918553
216.117808,35,1546.743775
244.901681,36,1554.959113
199.575586,27,1561.33426
195.585395,32,1568.446245
264.002427,36,1576.721636
262.245963,38,1585.365846
170.95715,23,1591.047703
224.14144,33,1598.704248
215.090898,32,1606.305821
255.754109,35,1614.354142
263.426163,36,1622.671402
209.696013,31,1629.995533
285.916588,39,1639.10984
267.893988,38,1648.525654
191.625709,28,1655.039057
260.06038,36,1663.316492
162.856444,26,1669.442858
239.130931,36,1677.814082
171.82479,28,1684.277536
155.727606,23,1689.480391
205.472428,31,1696.577286
182.301711,27,1702.936224
226.48023,33,1710.76521
190.338507,28,1717.073823
170.11635,26,1723.187939
214.066272,30,1729.972049
215.971244,31,1737.148299
220.490905,33,1744.846102
245.29166,34,1752.795198
248.367399,37,1761.624241
245.481078,31,1768.852225
257.44526,35,1776.776413
226.079031,31,1784.183134
242.332395,36,1793.164121
174.078663,31,1800.458582
217.004745,35,1808.092645
167.802397,25,1813.697505
224.796352,36,1822.08148
144.52811,21,1826.775229
239.211748,35,1834.638473
263.875378,36,1843.11586
306.241473,44,1853.231813
249.798443,38,1861.944761
258.67253,38,1870.782928
197.431327,29,1877.492462
228.950857,33,1885.207877
271.552478,38,1894.162143
267.485889,37,1902.788971
261.186276,35,1911.071084
257.830371,36,1919.850202
226.00917,32,1927.066675
228.456153,34,1934.885878
200.326206,31,1942.217629
152.123001,23,1947.529979
286.307571,40,1956.677296
246.931496,34,1964.591876
231.207652,35,1972.801383
224.116177,30,1979.751499
238.741417,32,1987.240107
314.180064,45,1997.551919
304.829301,43,2007.564613
294.527617,44,2017.961442
263.607752,35,2026.265169
246.556407,39,2035.162653
218.62965,30,2042.229886
