# {"t_start": 1713710400.7963562, "env_id": "PctDiscrete-v0"} 
r,l,t
236.009154,32,7.855013
244.218997,34,15.560039
190.571841,28,21.892754
189.129598,28,27.987013
208.593794,30,34.762004
211.710023,31,42.382347
267.753747,36,50.931579
231.076582,35,59.152067
173.682712,28,65.790259
252.286564,37,123.473196
198.543268,28,130.617837
215.416411,30,137.815337
239.638433,35,146.308763
220.381469,30,153.40988
298.248028,44,165.108055
202.448374,27,284.484916
219.23607,34,292.658496
261.850226,36,301.047742
256.760798,37,309.842267
233.622209,35,318.025791
233.673661,34,326.155962
214.47095,34,334.151997
279.395592,42,343.973046
196.810728,30,350.937394
146.437543,22,355.946656
233.134215,35,363.960103
261.229944,38,373.026576
232.238752,33,381.418135
214.833589,29,388.616909
161.780198,24,394.425379
245.039691,35,403.374486
213.236913,29,410.652973
222.340205,31,419.099068
234.996854,31,426.600426
203.55597,30,434.343182
256.729526,39,443.931731
209.102305,28,450.971096
272.669199,38,472.594163
262.812154,39,627.269645
283.558871,42,638.28495
207.520318,31,645.921828
256.0634,39,655.845628
230.760432,35,664.97628
188.866555,29,671.88697
259.734998,35,683.532816
270.27405,39,935.787659
196.385036,33,943.103515
224.2975,29,949.905036
187.309901,28,957.282243
251.295196,36,966.673604
210.92686,33,975.169548
178.02701,26,982.08943
211.590197,32,990.084957
168.531258,26,996.754333
257.081602,35,1005.403949
244.493607,33,1013.749317
239.574977,35,1022.741462
206.410922,31,1030.921102
178.123188,29,1043.468077
217.022669,31,1071.839945
244.752579,34,1203.751954
305.867805,43,1214.307225
251.571935,35,1222.375582
229.681729,34,1230.719989
226.321181,31,1238.029977
207.081587,32,1245.918783
219.711984,33,1254.150986
93.787366,13,1257.254407
207.724402,31,1265.117754
261.296109,35,1273.436338
222.177204,33,1281.064446
180.761978,26,1287.743909
253.104831,32,1295.007225
242.376032,34,1302.925524
164.413838,28,1309.515257
190.74133,25,1315.220687
247.796012,36,1323.569106
189.050293,27,1329.98899
195.964223,29,1336.26172
260.45825,35,1344.209108
228.926356,36,1352.778615
233.938862,36,1361.295695
259.883512,36,1369.441994
267.644683,40,1378.583148
256.363531,34,1386.277329
158.089627,23,1391.470371
260.850467,37,1399.983475
269.254303,35,1407.827856
230.605528,32,1415.401384
175.073965,28,1421.818539
237.563766,32,1428.807961
216.112831,31,1435.658551
259.603199,36,1444.078636
235.406363,40,1453.338022
246.242845,37,1461.780549
175.147619,25,1467.359569
241.065386,33,1474.889649
170.115651,24,1480.3158
218.615419,31,1487.689745
229.577137,33,1495.146286
306.591048,41,1504.340162
163.118757,22,1509.472109
221.959694,33,1517.076599
275.733148,39,1525.771117
