# {"t_start": 1713710400.1346447, "env_id": "PctDiscrete-v0"} 
r,l,t
157.579776,23,6.304876
211.560296,30,12.979373
254.726889,36,21.199239
193.367908,30,27.802043
217.089443,33,35.380222
221.449299,33,43.506891
219.056091,30,50.501269
224.665128,32,58.183509
203.429401,30,65.122944
225.196253,31,90.15258
249.068776,37,130.613235
188.488958,24,136.535336
231.840114,38,145.905579
191.134496,25,151.590599
264.932927,37,161.497771
280.553002,39,283.809569
204.139611,31,291.361864
209.096492,33,299.051723
160.970991,24,304.59843
200.627982,27,311.212324
256.308613,37,319.856961
270.101704,36,328.326207
222.813535,32,335.854025
279.771735,39,345.061653
255.676706,38,353.54658
254.927932,36,362.013877
218.834729,33,369.659957
232.67831,31,377.45674
234.155377,31,385.281739
262.354444,36,394.014049
127.06349,17,398.353381
243.015162,30,406.009576
285.320071,39,416.35281
220.827453,31,424.099041
257.338415,33,432.509437
270.10314,37,441.629193
192.505494,24,447.576267
85.344989,10,450.181286
236.97408,31,464.298295
220.899214,30,488.398424
216.170971,35,631.29648
310.193635,43,642.395438
260.769026,33,650.70966
127.234839,21,656.055069
274.596199,39,666.017312
130.531942,19,670.601919
209.438085,31,678.73623
198.304975,31,705.114513
240.723321,38,940.233014
191.168682,28,946.686001
201.521567,29,954.002878
240.445345,33,962.557928
223.187075,30,970.458386
195.306528,29,977.740144
223.973891,33,986.280483
215.4069,27,993.460392
200.905561,30,1000.878915
310.193907,44,1011.804888
231.053913,34,1020.691958
168.262665,25,1026.947761
158.865776,23,1033.374771
263.632199,35,1052.597012
218.143477,31,1088.660532
272.412655,42,1209.349064
213.738167,30,1216.411255
134.1094,22,1221.591777
268.346623,38,1230.809175
263.75309,37,1239.588857
229.725336,32,1247.552307
289.462207,41,1257.64082
260.157039,33,1266.096844
279.366459,40,1275.266546
323.057323,45,1286.600445
223.630951,34,1294.181328
247.507541,33,1301.867546
255.56374,33,1309.612257
208.824417,29,1316.297095
243.476737,37,1324.981145
232.412703,35,1333.080735
206.801593,28,1339.075068
218.844279,33,1346.67631
332.5151,43,1356.879038
243.644699,33,1364.658885
221.104975,34,1372.408127
256.411524,37,1380.770827
211.173688,32,1387.983469
222.539804,30,1394.959387
191.780827,30,1401.66503
268.064456,38,1410.209878
190.744335,29,1417.105358
235.036546,34,1424.763334
186.28013,26,1430.511799
239.137069,37,1438.74972
303.195795,44,1449.236822
201.793174,31,1456.287044
248.88816,34,1464.16508
186.84116,29,1470.48661
259.550554,35,1478.344343
238.455216,35,1486.545944
219.382382,30,1493.524171
229.79737,34,1501.126427
231.207978,34,1508.793297
241.496271,34,1516.683196
230.812478,31,1523.803011
248.203266,34,1531.481632
221.501638,30,1538.021233
213.277892,33,1545.403308
207.146257,30,1552.105801
98.105647,16,1555.838067
251.415828,34,1563.696716
220.169835,33,1570.964617
217.278596,28,1577.667682
202.528418,28,1583.991712
243.924889,35,1592.326697
215.99968,31,1599.675334
240.081983,34,1607.686489
239.770096,35,1615.799412
247.68884,36,1624.079875
251.07603,40,1633.427792
213.925534,31,1640.700204
234.050313,34,1649.134628
112.11582,15,1652.664781
