# {"t_start": 1713710400.7331064, "env_id": "PctDiscrete-v0"} 
r,l,t
189.127894,24,5.958556
217.56202,32,13.280709
226.445347,35,21.230075
273.074343,37,29.484634
215.952714,31,36.623068
258.081404,38,45.834086
168.481356,27,52.256839
258.087321,37,61.047128
206.191755,26,68.096788
228.556679,33,123.805729
237.195692,33,132.055575
276.157935,37,141.086123
218.378568,31,148.458821
181.776036,28,155.113669
218.166351,30,163.458472
206.485441,32,284.043506
241.953745,34,292.287313
223.391841,32,299.726495
259.014471,32,307.42728
156.862377,25,313.12228
170.305451,23,318.714463
211.093978,31,325.988774
200.117086,30,333.003295
176.092553,28,339.218123
220.104466,35,347.762866
220.699904,30,354.553944
230.57285,35,362.557155
254.325968,37,371.370745
237.015299,32,379.576755
147.715436,22,384.94431
240.564363,35,393.460779
154.28016,22,398.936314
204.546225,30,406.666986
240.078206,34,415.819586
240.750974,32,423.739903
242.629998,35,432.648221
264.750686,37,441.880618
229.53992,32,449.915929
206.193889,28,462.398028
233.745843,33,488.840198
229.400345,35,630.9914
184.349087,30,638.747803
237.795563,34,647.298162
230.959065,34,655.898986
216.795733,31,663.96443
240.88918,37,673.256872
212.159353,32,684.034434
269.074842,36,934.043146
221.075819,32,942.471087
250.025695,35,950.766285
224.260675,32,959.183697
231.861965,31,967.284879
217.803548,31,975.226107
252.507952,39,985.176397
199.427661,30,993.136993
216.091081,29,1000.345344
196.081919,27,1007.055502
256.07343,37,1016.403077
241.250893,37,1025.897228
213.383803,31,1034.255724
210.46241,30,1052.751975
227.706171,32,1098.830031
298.73884,41,1209.081385
203.174399,29,1215.883589
238.317576,31,1223.248455
226.088387,31,1230.784358
164.929102,26,1236.874869
248.552448,39,1246.433775
200.261343,28,1253.548029
209.505235,28,1260.194077
216.834644,30,1267.890285
209.331377,29,1274.497422
263.693488,33,1282.318984
257.098271,35,1290.969404
222.820179,29,1297.652795
218.479522,34,1305.621351
182.513503,28,1311.957884
273.268611,35,1320.083896
214.037319,29,1327.107726
200.583858,28,1333.429475
221.664469,33,1340.702388
217.718379,33,1348.399532
242.280304,35,1356.674818
179.512521,25,1362.529864
206.738657,29,1369.050137
174.705185,26,1375.003824
193.088267,31,1382.021007
202.185921,30,1388.795529
204.345788,28,1395.250232
214.157531,29,1401.753873
255.693774,36,1409.886055
228.36983,36,1418.342357
218.811968,32,1425.418587
277.064134,39,1434.260376
275.088105,36,1442.557095
200.600181,30,1449.629615
233.992431,33,1457.177284
216.547478,32,1464.519203
230.487008,33,1471.978545
215.323298,29,1478.247722
243.83264,34,1486.220427
265.207228,37,1494.764597
239.916539,34,1502.448719
209.070921,29,1508.976602
202.935001,29,1515.661572
234.453401,35,1523.664037
249.556043,35,1531.637589
180.1051,25,1537.034454
201.811614,30,1543.71529
272.466304,40,1552.746101
235.233672,32,1560.199759
215.105897,32,1567.393743
231.34261,31,1574.535591
232.688363,32,1581.796649
225.034083,36,1590.478492
190.994751,32,1598.03868
221.924619,32,1605.513688
247.725884,38,1614.352935
181.358648,29,1620.883062
205.260307,29,1627.765975
234.931666,36,1636.096716
235.826971,36,1645.059462
211.379294,30,1652.123767
302.408431,40,1661.384011
240.175907,33,1669.087695
206.868097,31,1676.337279
254.865992,38,1685.051095
234.222072,31,1691.987591
242.548889,34,1700.017748
252.820688,38,1709.109871
242.422303,39,1717.773705
253.901066,36,1726.048166
297.784274,42,1735.811154
219.074656,33,1743.60195
240.187535,33,1751.344518
251.428796,36,1759.894445
