# {"t_start": 1713710400.7016568, "env_id": "PctDiscrete-v0"} 
r,l,t
216.273125,34,8.351496
111.8476,14,11.140086
309.019072,41,20.672721
234.561889,34,28.310291
204.108494,30,35.11709
178.094337,28,41.954687
176.057371,23,47.356286
225.315519,34,55.630984
236.314111,31,62.841873
271.540849,36,86.228783
280.904746,37,129.305864
229.850248,30,136.861008
202.461995,26,142.978782
243.196838,35,151.242213
233.690616,33,160.260619
255.862769,39,282.164356
185.451573,29,289.571408
235.431896,31,296.783324
232.03139,35,304.988169
196.645434,29,311.999772
206.912808,31,319.3624
210.357282,27,325.809559
208.692105,32,333.238323
243.430668,33,340.749597
258.973995,39,350.216554
242.557476,32,357.455758
207.488795,31,364.531661
264.754208,37,373.449184
254.74806,36,382.519569
231.901957,31,390.210568
182.744191,26,396.587857
242.77336,34,405.224892
229.513315,32,413.406722
190.457389,25,420.032776
193.424029,31,427.94419
213.2284,30,435.380791
232.837735,33,443.480512
260.779722,32,451.786242
209.290329,28,466.810973
172.031682,27,492.464457
132.327913,18,626.780884
261.639575,38,636.957806
195.492692,26,643.308561
227.159758,33,651.697561
201.581988,31,659.522669
243.263226,35,668.42179
203.069752,28,675.545695
237.488193,36,694.24985
208.104474,32,937.487627
259.564031,34,945.078269
213.457335,33,953.119181
184.251953,24,959.488715
163.783759,25,965.87908
185.131155,29,973.332723
251.831692,38,983.535279
190.643822,27,990.182405
239.309126,33,998.607852
211.007024,30,1006.160184
241.229384,35,1014.831686
255.363196,34,1023.523379
284.909609,37,1033.697683
241.720238,36,1056.023424
250.355373,38,1148.145505
209.876409,30,1208.541323
219.865463,31,1215.934955
281.663348,39,1224.886379
209.072496,27,1231.785142
202.660202,32,1239.292876
200.10802,30,1246.73181
239.16055,35,1255.592759
245.782388,36,1264.541465
196.733796,28,1271.324259
299.208617,42,1280.885841
260.088999,38,1290.259373
244.206678,36,1298.537805
243.320373,36,1307.058954
218.849033,31,1314.110306
254.614045,34,1321.983868
231.926803,34,1330.037362
251.005655,32,1337.071133
226.500363,32,1344.312255
261.936834,35,1352.674077
235.167714,33,1360.483894
196.527197,31,1367.667098
280.169668,40,1376.508943
230.937242,34,1384.300596
294.096153,43,1394.080314
227.636415,38,1402.611557
127.221049,20,1407.243303
231.008446,33,1415.072506
213.46253,28,1421.472098
262.980391,37,1429.553579
229.70812,34,1437.081108
216.879443,34,1445.181009
234.372059,34,1452.996397
244.960248,35,1460.910099
263.43592,36,1468.969557
305.953803,43,1478.829841
248.92371,33,1486.469568
228.223205,34,1494.304588
311.315283,43,1504.078648
134.685737,21,1508.78228
231.019011,32,1516.175774
203.144287,28,1522.587886
149.611341,20,1526.927176
218.571009,34,1534.611147
269.477902,36,1542.610505
197.460523,30,1549.227814
216.555721,30,1556.100941
208.561434,29,1562.961866
194.839482,31,1569.708068
240.585281,36,1578.290705
230.119779,34,1586.166928
265.595718,36,1594.686725
205.498395,29,1601.612465
241.398707,36,1609.894044
173.938811,24,1615.507269
206.718404,32,1622.858866
218.765724,33,1630.585306
277.178062,40,1639.987382
250.464162,34,1648.425853
285.451427,40,1657.743209
273.84733,38,1666.561341
246.826383,39,1675.741789
195.417714,29,1682.368395
251.004721,36,1690.469631
269.492783,40,1699.828708
238.158528,36,1708.410293
226.433919,31,1715.468879
196.197825,28,1721.93341
