# {"t_start": 1713710399.601659, "env_id": "PctDiscrete-v0"} 
r,l,t
242.321147,32,9.010091
278.92518,36,17.036449
195.35882,29,23.761052
195.608583,28,29.813524
263.838417,39,38.924898
178.376641,27,45.519975
220.526376,33,53.38038
235.688148,35,61.542233
258.716781,40,79.28528
271.514385,38,129.212062
228.345269,33,137.246117
275.98232,40,146.986769
265.657904,36,155.404254
239.640746,32,164.315213
206.971531,29,284.08268
248.280063,35,292.635649
206.197887,29,299.340097
239.783281,33,307.067026
166.315418,24,312.803822
218.080109,32,320.380152
226.251704,31,327.730115
248.119679,35,335.978466
240.301009,37,344.707605
239.221741,35,352.647114
223.3073,32,360.074306
223.90154,33,367.750319
162.43302,24,373.475242
246.365815,35,382.393057
221.635427,33,390.401729
254.075033,35,399.045375
259.642957,37,408.539151
284.965789,41,419.334893
250.379149,33,427.526642
249.484724,37,436.894829
171.523669,26,443.359084
235.875,35,452.124644
276.91174,39,474.284142
250.33619,37,628.079712
264.938825,36,637.732507
206.787974,32,645.59906
237.015757,32,653.591832
237.920684,34,662.237447
226.975584,31,670.101701
221.389666,29,677.596271
239.480357,34,696.610007
205.674356,28,938.107319
236.469682,34,945.584962
222.498274,33,953.706336
195.394249,26,960.472914
296.000249,41,971.17107
173.201706,22,976.934789
221.46489,31,984.974769
254.121289,35,993.907175
240.850142,34,1002.395531
208.536067,31,1010.170004
245.799083,35,1018.997823
171.206216,26,1025.667376
231.895683,33,1034.713442
259.640485,35,1055.966272
181.875718,26,1086.860475
230.129479,31,1206.662588
178.134342,28,1213.230137
235.450596,31,1220.690788
272.232213,40,1230.235224
237.413324,36,1238.890111
276.697501,41,1249.015553
214.54379,33,1257.340106
233.790889,34,1265.783245
238.697067,34,1273.947257
214.563831,31,1280.868521
200.767039,31,1288.881181
215.903079,32,1296.132016
113.537668,17,1300.06933
228.319627,34,1308.240766
220.865865,31,1315.131724
143.68761,25,1320.926747
297.173991,41,1330.603286
209.941644,29,1336.999593
273.202318,39,1345.828741
215.413931,31,1353.262101
159.331751,25,1359.253011
220.589108,33,1366.911364
208.568164,30,1373.606178
175.631458,26,1379.497301
203.739256,29,1385.971714
277.897685,43,1395.858818
202.715934,28,1402.184862
256.780958,34,1409.87195
258.403177,39,1418.950074
171.624628,27,1425.086723
279.295956,37,1433.246596
251.062213,36,1441.507606
205.21235,29,1448.377482
218.309328,30,1455.150536
240.223231,35,1463.13673
232.434889,33,1470.495415
249.614446,37,1478.860517
250.340157,34,1486.849691
213.565856,31,1494.05318
175.418401,28,1500.176527
191.00943,28,1506.482779
238.23754,36,1514.652978
244.57889,39,1523.810858
239.337257,31,1530.855654
205.083645,27,1536.790224
226.332566,34,1544.319193
245.156226,34,1551.8407
282.085831,39,1561.055486
222.728643,28,1567.311895
195.521704,27,1573.392766
207.831615,30,1580.477197
186.242162,29,1587.198092
305.794331,40,1596.626491
229.075324,33,1604.579175
243.906896,35,1612.627474
207.177408,31,1619.670836
261.892016,38,1628.475909
220.507385,31,1635.739309
238.632513,32,1643.552816
226.2013,32,1651.188217
253.700209,35,1659.482808
236.240352,32,1666.939243
254.420271,36,1675.408936
247.947391,38,1684.084747
234.079484,34,1691.70078
182.208458,27,1697.96021
180.94563,25,1703.824402
222.010799,32,1711.447229
259.700559,35,1719.294636
206.971183,27,1725.621266
181.382229,28,1731.913809
244.065572,32,1739.270821
162.698786,22,1744.664941
243.044773,33,1752.406979
227.061705,33,1760.243406
222.537073,30,1767.363917
204.982577,28,1773.45724
155.846582,25,1779.284993
239.354319,35,1787.918594
246.294871,33,1795.850967
188.722659,26,1802.112427
230.433794,31,1808.797359
217.699534,36,1817.01981
245.319282,34,1824.762785
87.629634,13,1827.61273
259.578664,36,1835.879742
226.988996,32,1843.383863
192.132412,26,1849.401995
209.732724,29,1855.911447
243.001799,35,1864.103785
193.847921,26,1870.122896
219.26277,33,1877.740845
257.639569,40,1887.158764
259.14455,35,1895.361322
198.65352,32,1902.788703
211.213774,31,1910.04451
216.843952,31,1917.647266
212.445876,31,1924.769152
215.550783,32,1932.260219
236.685142,32,1939.930384
200.076009,29,1946.263928
222.984618,31,1953.51947
275.378432,41,1963.062242
210.676354,31,1970.229187
243.015053,32,1977.788663
175.621783,26,1983.722143
200.122698,31,1990.819041
238.714314,36,1999.035119
220.497457,30,2006.068333
222.209963,34,2014.115736
270.411906,36,2022.647892
245.417399,37,2031.331783
209.274523,34,2039.017243
214.725126,33,2046.940612
231.669892,32,2054.570656
261.601325,34,2062.468995
181.093761,27,2068.66572
156.951139,22,2074.025007
236.637532,36,2082.462676
267.109927,37,2091.144367
200.605223,34,2098.717755
283.28044,39,2107.828974
256.244255,35,2115.860253
214.477642,34,2123.797307
196.928618,28,2130.323808
218.96287,33,2138.098855
204.264385,34,2145.89373
211.846467,29,2152.707949
208.642717,30,2159.909566
215.538668,29,2166.5703
270.473654,36,2174.838498
229.209538,32,2182.631404
179.136981,27,2188.70858
197.946868,30,2195.948531
262.916787,37,2204.396472
271.55945,36,2213.119472
186.584198,24,2218.468075
187.566836,25,2224.166286
268.213637,37,2232.680906
