# {"t_start": 1713710401.0199103, "env_id": "PctDiscrete-v0"} 
r,l,t
220.594092,33,7.852824
204.092752,30,14.762145
245.636847,34,22.422598
265.50086,38,30.736929
252.502374,39,39.936368
158.511493,22,45.422774
246.605553,32,53.115591
229.791312,35,61.24531
245.71549,34,76.52064
209.25463,29,125.142536
241.495896,35,133.839232
243.235506,36,142.450717
210.949754,30,149.552546
219.074391,28,156.08838
238.902089,37,201.148558
261.554572,37,288.084484
229.369509,33,295.844648
234.998951,33,303.549714
203.151553,30,310.778702
266.316014,40,320.121233
223.920405,32,327.709403
194.727235,29,334.655344
246.961739,35,342.924872
237.889519,31,350.10755
204.352183,29,356.700151
254.193683,38,365.5879
200.323319,33,373.372802
246.09514,36,382.455127
214.506745,32,390.320592
198.876073,30,397.736873
178.138651,27,404.664072
203.684526,29,412.182271
253.554732,37,421.80844
220.407489,32,429.909821
193.46575,31,437.645085
226.835245,35,446.294617
200.462305,32,456.878011
242.105832,33,479.922799
225.993645,31,627.319148
232.962984,31,635.593243
202.064908,32,643.476192
251.299737,38,653.08639
244.861487,34,661.682566
167.637181,25,668.145877
147.1195,22,673.753808
201.199405,33,686.347969
216.931365,29,725.480363
148.077247,21,938.892498
241.630145,34,946.726499
209.261993,30,954.459099
247.588587,37,964.00411
272.987773,39,974.190239
202.837205,33,982.795164
200.476621,30,990.379082
212.635391,32,998.612602
221.576153,32,1006.533556
223.298976,32,1014.555519
237.120081,32,1022.741237
215.958117,28,1030.093206
266.76003,36,1047.273234
219.011112,33,1080.120022
239.028428,32,1204.804899
242.441287,34,1212.940295
235.052712,32,1220.53533
234.256382,31,1227.819616
167.021708,26,1234.262917
219.755839,30,1241.355976
222.185064,32,1249.602649
253.530411,36,1258.182421
170.101084,29,1265.644362
240.138644,38,1274.470254
176.638755,29,1281.322971
188.675135,28,1288.435107
238.480941,34,1296.27684
132.940216,22,1301.285341
190.031535,26,1307.410877
261.088425,36,1315.708388
250.53234,38,1324.579512
269.977545,38,1333.392112
223.875541,31,1340.245753
181.369895,26,1346.083704
193.901313,27,1352.576199
234.022608,35,1360.809384
196.260273,29,1367.525818
249.407043,37,1375.786536
219.041203,31,1382.891349
240.162534,34,1390.578149
255.95117,36,1398.895748
215.383626,30,1405.602469
235.786741,34,1413.627385
220.260581,33,1421.173737
214.862746,32,1428.210369
183.242143,28,1434.407621
205.641527,28,1440.951753
206.436146,32,1448.463686
215.192296,33,1455.987878
216.547522,27,1462.069374
279.603703,36,1470.194817
178.349057,25,1475.716042
260.20749,35,1483.750396
303.752988,44,1494.031085
222.395109,30,1500.744092
260.838912,37,1509.24279
249.104913,38,1517.917838
249.774608,34,1525.56464
278.129131,42,1534.93557
195.786056,32,1542.087836
218.516363,29,1548.53847
243.403549,33,1556.00717
268.77423,38,1564.857456
241.909421,34,1572.602633
176.304169,26,1578.76585
241.284225,35,1586.868173
264.661625,36,1595.315396
234.826791,34,1603.491257
264.087667,38,1612.15878
289.738352,42,1621.825894
227.910329,34,1629.83936
275.067072,38,1638.757955
245.016693,34,1647.260568
235.194394,35,1655.294326
188.030765,29,1662.007946
220.55012,31,1669.252847
235.975686,34,1677.1342
220.516978,30,1684.114818
236.039687,32,1691.226444
211.481624,34,1699.392518
197.594936,28,1705.915694
239.095713,37,1714.445749
262.157447,39,1723.405419
193.751607,26,1729.325866
297.379256,41,1738.595726
247.605756,38,1747.688382
239.540448,37,1756.572717
225.804905,32,1764.109109
225.359947,33,1771.412852
210.429748,30,1778.420666
208.502607,29,1785.526697
233.296724,31,1793.142777
258.251815,37,1801.81466
275.792936,40,1810.451726
253.670129,34,1818.32741
282.365816,37,1826.734017
238.203232,33,1834.26342
243.796566,35,1842.464582
208.306075,30,1849.598296
253.442159,35,1857.445093
237.495578,33,1865.236294
242.764284,35,1873.130167
230.715259,32,1880.525162
250.022991,37,1889.324124
233.599911,31,1896.643186
189.107872,29,1903.515924
188.369873,27,1909.772482
282.153827,39,1919.151387
223.507665,32,1926.449571
203.890437,30,1933.305955
282.318036,41,1942.917041
140.945518,20,1947.585352
240.851265,36,1955.798032
231.766086,36,1964.227896
214.063058,32,1971.703192
223.603735,32,1979.144971
197.094406,33,1986.779823
198.405936,31,1994.183435
232.657193,31,2001.08772
211.687579,31,2008.568916
272.480677,36,2016.895111
228.715059,34,2024.98488
241.041611,33,2032.562759
231.395892,33,2040.204981
251.635662,36,2048.892006
292.121596,37,2057.704857
277.034432,39,2066.508499
239.512057,33,2074.223344
198.032711,27,2080.71917
208.149692,34,2088.524279
239.848699,34,2096.355127
194.006863,28,2102.790808
193.405767,26,2108.577801
150.880662,22,2113.845359
220.987954,32,2121.449574
179.160738,27,2127.477143
218.175011,33,2135.352059
291.614748,41,2144.766937
165.015914,23,2150.190028
195.654789,29,2157.13966
265.077303,37,2165.765196
225.132644,32,2173.008127
273.994586,38,2182.328599
291.639886,39,2191.428159
255.954601,36,2199.768517
189.355173,29,2206.741707
269.104388,36,2214.942806
148.684509,22,2219.770095
292.242226,41,2229.35392
226.701245,34,2237.176716
233.037261,35,2245.290583
178.322649,25,2251.137658
233.834744,35,2259.016085
216.030328,32,2266.228503
257.51754,36,2274.615939
244.921098,37,2283.421185
256.929737,35,2291.493711
230.116636,32,2298.916533
225.594832,32,2306.335948
245.045246,32,2313.653537
204.960566,29,2320.464364
225.735077,33,2328.170063
255.415092,36,2336.488839
197.042882,30,2343.33974
218.389205,33,2351.191658
227.771788,33,2358.966908
219.756742,30,2365.619624
260.526354,33,2373.412126
243.548355,35,2381.468536
231.818818,32,2388.983258
240.786646,33,2396.724249
221.756371,31,2404.037349
253.206803,37,2412.615045
293.482889,41,2422.048385
240.867583,33,2429.827816
204.926133,29,2436.593268
272.560634,40,2445.971034
191.045083,27,2452.201972
139.740498,20,2456.984531
203.049969,30,2464.197266
261.090398,37,2472.699203
268.267375,35,2480.992949
215.853769,31,2488.127526
192.977076,26,2494.230152
193.625361,31,2501.170938
221.000538,31,2508.358759
273.028621,42,2518.027028
212.213529,28,2524.5848
228.552457,34,2532.210914
202.329399,28,2538.942006
267.666393,36,2547.088653
211.476471,31,2554.302762
235.986574,31,2561.467184
291.466304,39,2570.584349
202.382925,30,2577.686841
243.320076,35,2586.024954
207.792363,30,2593.451359
239.03746,39,2602.898184
200.700926,30,2609.741233
227.431932,36,2617.977236
271.689823,38,2626.873242
176.698704,24,2632.391391
237.609491,30,2639.154991
