# {"t_start": 1713710400.8283205, "env_id": "PctDiscrete-v0"} 
r,l,t
232.272327,35,8.374336
273.013225,37,16.56204
176.638307,25,22.592246
263.695833,36,30.498082
200.788073,26,36.498529
284.795361,39,45.92494
245.745816,33,53.996255
196.318614,28,60.421515
264.726969,38,77.033694
223.882471,35,126.817246
208.529674,30,134.260484
247.938213,32,141.931328
289.593864,38,150.902204
215.362113,32,158.518774
190.477977,27,166.376218
269.974055,37,288.023972
257.224853,35,296.262735
264.549866,40,305.718624
221.808844,32,313.253566
209.34191,27,319.670627
202.634337,28,326.310033
267.139559,36,334.821111
201.428181,32,342.304276
189.34661,26,348.337362
227.841483,31,355.339438
255.169746,36,363.697804
225.520901,34,371.794162
205.187282,30,379.498704
250.019129,36,388.32097
190.588606,30,395.776278
188.796789,33,404.102903
209.309062,31,411.962435
197.301759,28,419.469216
143.609489,20,424.34969
207.872544,30,432.063871
279.216908,39,441.78545
282.566866,40,451.944323
167.737818,25,465.630885
222.865965,33,496.979921
281.122628,40,633.496996
203.045629,30,641.187037
192.598986,30,648.809689
276.279258,41,659.184232
208.376327,32,667.354621
206.333708,30,675.022858
234.069852,31,687.803708
250.853201,36,936.686682
220.576273,32,943.783821
259.608069,35,952.313554
273.316407,37,961.892123
174.497786,24,968.465434
184.755834,27,975.159218
200.035065,30,983.005363
195.671404,27,989.770231
188.888738,27,996.710111
291.883419,40,1006.745503
264.58463,39,1016.547085
219.065358,31,1024.51987
195.826455,28,1032.357497
184.821774,30,1047.469196
208.665118,29,1076.663994
221.967225,34,1204.444786
192.912482,28,1211.188514
235.358071,35,1219.52833
214.385631,32,1226.915464
123.284231,19,1231.909119
279.690106,39,1241.07167
298.629162,40,1251.17252
208.26682,32,1258.925998
208.403278,32,1267.139432
225.558346,33,1274.648196
213.878286,30,1281.715842
162.20283,25,1288.113188
238.678422,36,1296.455513
141.745909,20,1301.061813
287.978868,39,1310.09348
221.703579,34,1317.879805
233.164011,35,1326.213658
245.130752,33,1333.716081
220.667658,32,1340.828115
260.774241,36,1349.337039
246.58052,36,1357.866709
273.988066,37,1366.451405
249.442247,34,1374.023895
179.3104,25,1379.743785
252.269282,33,1387.076754
217.077912,33,1394.733551
221.792472,30,1401.466705
241.913994,33,1408.958759
236.670778,36,1417.357621
222.228869,35,1425.112677
242.211898,33,1432.550071
169.233622,27,1438.69061
273.649471,39,1447.957468
196.705393,28,1454.234808
267.779421,37,1462.797964
220.16801,35,1470.695951
251.494123,36,1478.733739
239.694553,33,1486.354342
203.747717,30,1493.349722
253.528757,33,1500.721017
210.045512,32,1507.82569
249.757949,37,1516.610237
195.324033,27,1522.704201
247.775061,33,1530.200935
221.904623,30,1536.710602
233.78686,32,1543.808271
186.483629,27,1549.81012
234.428109,35,1557.926127
223.403933,32,1565.219457
220.999327,31,1572.230862
213.594939,33,1580.050519
178.394359,26,1586.041079
296.753345,40,1595.495786
219.125533,31,1602.984123
192.200614,29,1609.621829
260.044389,36,1617.861804
239.847139,35,1625.857355
204.317953,29,1632.804121
224.005161,32,1640.32308
205.221992,30,1647.834834
237.672294,36,1656.13263
229.488064,34,1664.052582
256.313281,34,1671.955068
222.15167,34,1679.905066
187.319647,27,1686.185221
253.325604,36,1694.345488
234.383306,36,1702.668935
175.942674,27,1709.121147
254.886712,38,1717.69133
249.31083,39,1726.601887
248.091149,38,1735.602935
208.910275,29,1742.249119
212.985597,31,1749.539804
232.403905,31,1756.951088
200.651272,30,1764.040463
194.933466,27,1770.138618
163.216992,23,1775.259557
202.031443,29,1782.313091
226.100526,32,1790.448401
232.172458,31,1797.698488
255.145945,35,1805.406711
228.185902,33,1812.743717
191.900677,30,1819.677573
236.132306,32,1826.911553
224.630845,31,1834.013421
244.131446,33,1841.748621
201.820585,29,1848.509983
211.58657,30,1855.175406
214.120747,30,1862.232603
235.126784,33,1869.897838
241.697536,36,1878.224248
192.739588,30,1885.278095
222.23218,33,1893.041674
167.367022,25,1898.765283
183.280786,27,1905.323431
201.715921,29,1912.141923
193.058079,29,1919.144936
216.006488,34,1926.907835
223.948141,31,1933.996987
161.085743,27,1940.528369
221.785971,35,1948.335615
246.964632,34,1956.187399
231.808181,33,1963.988346
260.67697,36,1972.436911
231.938694,36,1980.609613
204.210266,31,1987.914352
253.142735,34,1995.880962
193.443145,30,2002.548719
203.289443,30,2009.864365
284.454925,37,2018.254848
238.495536,31,2025.865581
210.757566,29,2032.479917
