# {"t_start": 1713710401.3704093, "env_id": "PctDiscrete-v0"} 
r,l,t
234.502933,36,8.046391
239.987123,34,15.623402
210.03639,30,22.671744
170.333215,24,27.913089
186.393482,28,34.224895
280.315527,39,43.910144
188.749054,26,49.946777
233.406072,33,57.724925
221.081943,35,65.968771
244.547563,33,122.722583
179.755131,27,129.475594
171.844453,24,135.444079
262.285522,37,144.422448
281.889061,38,153.307562
239.921997,39,163.847411
234.902884,32,284.585939
183.209784,29,291.443622
230.349416,31,298.586433
190.366227,27,304.983699
158.968715,27,311.334467
216.362518,31,318.677828
226.342743,35,326.852246
270.575834,37,335.584673
238.172663,34,343.719051
214.583622,32,351.001575
238.683896,32,358.426773
208.59742,30,365.474701
282.899783,41,375.350751
236.655062,34,383.808579
230.566608,31,391.464682
153.859641,21,396.780343
262.080798,35,405.652396
172.802674,25,412.08525
160.520808,24,418.500531
224.901369,29,425.509686
211.637155,33,434.020656
203.8706,29,441.294857
225.502463,34,449.817518
218.245822,30,464.583018
215.179157,31,492.887236
170.450543,24,628.290767
281.988631,39,638.171547
181.349977,28,645.145828
247.838672,36,654.256441
203.100298,31,662.113802
218.409388,35,670.826469
275.298127,39,684.147266
228.962526,33,747.619488
264.356089,39,942.99838
201.795115,28,949.588305
206.526344,29,957.253287
186.12352,26,963.90821
230.978216,38,973.855199
253.317082,35,983.098508
236.490352,33,991.426907
143.030731,21,996.78203
221.699712,37,1005.96117
215.270839,32,1013.914175
213.455646,32,1022.230731
230.546115,31,1030.416674
262.646598,35,1047.446713
237.081152,32,1079.733684
285.295839,35,1205.273223
247.77344,38,1214.392604
218.828074,30,1221.46741
233.694729,34,1229.713155
191.915896,28,1236.308899
185.599008,28,1243.040989
129.233515,18,1247.695932
224.078739,35,1256.325161
204.997699,34,1264.808032
236.854466,33,1272.663574
218.734672,33,1280.283614
209.803695,29,1287.601229
242.741136,33,1295.174864
219.342368,33,1302.957064
246.371294,34,1310.691084
210.053526,30,1317.597298
95.135364,14,1320.921499
231.599297,33,1328.74701
199.678967,25,1334.31916
170.094816,22,1339.2093
208.835087,31,1346.2591
261.536074,39,1355.584835
219.37487,33,1363.331667
245.522153,38,1371.91742
209.448896,31,1379.005002
188.895356,30,1385.74949
267.317967,35,1393.80158
193.182011,34,1401.343415
177.8841,28,1407.747766
230.272527,31,1415.090946
289.911704,40,1423.975306
201.411223,30,1430.679855
254.335584,34,1438.449081
242.765777,34,1446.517878
216.938717,32,1453.724864
235.439301,32,1461.046827
148.742703,23,1466.136638
253.589247,38,1474.797783
176.793351,25,1480.428125
224.587095,35,1488.76973
213.774477,30,1495.459117
290.269057,41,1504.628976
237.394092,34,1512.324932
289.665726,41,1521.961528
225.136185,33,1529.480103
261.294749,36,1537.313246
279.547004,38,1545.710014
183.221822,26,1551.748792
262.963902,38,1560.613788
192.83714,30,1567.201531
200.72713,31,1574.414062
231.004264,31,1581.440581
205.112426,30,1588.756432
195.394467,26,1594.805906
251.253941,35,1603.151125
198.321454,30,1610.0275
220.99462,31,1617.116478
267.496046,34,1624.910424
195.601515,30,1632.060995
251.462411,36,1640.566944
141.220452,22,1646.208923
186.814574,26,1652.256614
237.702342,35,1660.385181
254.402382,36,1668.69621
291.539468,39,1677.742527
210.646471,34,1685.666144
176.826309,29,1692.060065
