# {"t_start": 1713710400.481188, "env_id": "PctDiscrete-v0"} 
r,l,t
240.888584,33,8.361422
177.548564,26,14.351232
184.975187,25,19.574113
294.807016,40,28.742437
185.852593,28,35.050723
242.639415,38,44.407432
250.20243,36,53.068058
230.654821,32,60.509628
248.219773,37,74.695673
156.359958,23,123.664052
226.781231,37,132.773663
279.160837,40,142.592333
259.496335,39,151.742399
184.715269,27,158.038106
204.811804,31,201.55504
245.933029,34,287.910829
208.194928,34,295.830855
198.954055,28,302.436459
115.15095,17,306.568041
174.277957,25,312.362807
237.549545,35,320.663514
244.917333,34,328.6329
101.257643,15,332.284427
215.293761,31,339.170603
194.291771,29,346.29729
255.274044,37,354.780241
235.26519,34,362.553273
217.657458,31,369.827429
237.534079,34,378.534833
230.648094,32,386.427076
190.998126,27,392.938692
227.904987,32,401.085032
247.811634,34,409.660922
231.007547,33,418.524276
205.069466,32,426.337759
180.451671,26,433.298064
239.506767,32,441.110244
240.526777,31,448.791918
184.780972,27,458.358596
195.908701,30,480.41586
189.14486,27,626.769109
305.539583,42,637.83034
238.454186,35,646.421794
255.729447,35,655.354755
131.056097,22,661.010283
259.972288,38,670.484782
249.332477,37,680.906844
211.547696,29,712.570079
141.009173,20,937.310248
194.771329,33,944.482959
234.653567,33,952.632097
234.321964,35,961.787982
201.083347,33,970.348105
241.78297,36,979.460736
225.710364,31,987.348895
235.753167,34,996.36656
233.912442,31,1003.993091
208.891355,30,1011.504165
240.883687,35,1020.588398
282.588463,45,1032.602218
204.326479,30,1047.809939
98.50139,14,1059.178323
193.838238,27,1100.662362
244.624411,41,1209.499882
218.591825,30,1216.506469
170.873039,25,1222.556091
173.079001,26,1228.539488
272.665132,40,1238.30263
245.314778,34,1246.677433
271.114428,39,1256.512534
217.34189,31,1264.234206
216.735312,30,1271.542517
218.701964,31,1278.383521
242.306457,35,1287.404477
183.699797,28,1293.679847
201.019321,26,1299.716201
160.576971,23,1305.235843
214.599324,32,1312.401539
189.189169,27,1318.681058
201.37937,31,1326.109152
295.631656,43,1335.710476
236.961668,36,1343.997948
238.204513,37,1352.654853
237.190418,33,1360.460858
236.703591,33,1368.039425
182.532268,27,1374.170163
230.762912,36,1382.239223
137.345292,20,1386.786965
267.646053,34,1394.582129
212.46445,34,1402.176198
250.311225,36,1410.377204
175.422289,23,1415.917419
207.841147,31,1422.977862
163.94885,27,1428.896981
183.321555,28,1435.086027
186.519433,27,1441.412446
238.28232,38,1450.294033
234.434493,36,1458.500144
239.359404,33,1465.944223
203.833755,32,1473.253548
222.511115,29,1479.726974
200.605856,32,1487.222862
252.26488,35,1495.197081
231.632337,36,1503.435786
205.933301,33,1510.818832
207.482255,31,1518.040999
239.446743,34,1525.707662
184.225078,25,1531.492144
206.514581,29,1537.691351
231.955614,36,1545.733311
223.039271,34,1553.400002
82.977641,13,1556.300327
266.94435,39,1565.332577
253.693952,37,1573.78508
223.425561,33,1581.450863
247.698587,36,1590.041045
189.216168,29,1596.735925
256.706066,35,1605.1143
218.723544,31,1612.217454
252.615171,36,1620.391099
297.873928,40,1629.828891
239.180106,34,1637.757792
213.731304,27,1644.49647
206.230668,30,1651.621062
217.368968,33,1659.382274
273.759336,39,1668.381582
215.298495,30,1675.547417
196.753673,25,1681.141204
240.205444,37,1689.555629
212.661495,31,1696.623142
187.654623,28,1703.261171
216.85593,30,1710.391813
201.150943,33,1717.801982
124.686309,19,1722.390936
214.334766,29,1728.864854
225.464853,35,1736.96291
224.512246,32,1744.53145
226.492084,31,1751.737958
219.901836,34,1759.899193
233.15689,33,1767.596473
247.850162,36,1775.55907
233.422104,33,1783.623241
220.673618,30,1791.225959
210.540522,28,1797.772549
211.407719,31,1804.571493
226.863515,31,1811.448094
242.502328,33,1819.057869
197.227617,29,1825.633414
212.903085,33,1833.145146
262.414649,35,1841.251301
236.954356,34,1849.345386
222.267308,31,1856.475798
242.638068,35,1864.495481
213.859043,29,1871.161127
214.852044,31,1878.324285
239.230425,32,1885.816855
290.686356,40,1895.182336
58.387731,9,1897.356159
247.625771,37,1906.064454
263.40587,39,1915.319074
180.716969,29,1922.069155
209.247361,30,1929.010415
231.604088,34,1937.015765
215.905262,32,1944.280247
214.490106,31,1951.522709
225.481986,34,1959.328263
221.157866,32,1966.866479
145.613515,19,1971.3975
209.477433,30,1978.34468
104.719788,16,1981.94487
180.89453,28,1988.40243
200.261645,31,1995.851977
165.257331,22,2000.670747
188.297246,26,2006.754702
244.719269,33,2014.524425
226.037718,34,2022.622815
264.572263,42,2032.384224
158.122157,23,2037.502239
228.834788,33,2045.324131
242.9234,33,2053.297453
247.949598,33,2060.912538
238.242697,36,2069.329024
220.285611,31,2076.585285
244.659278,39,2085.79236
51.082724,9,2087.945934
231.60901,34,2095.804558
219.551876,29,2102.254703
187.642894,27,2108.441725
188.362243,30,2115.421935
282.496879,37,2124.016443
197.378406,30,2131.054921
227.811551,34,2139.034988
144.582325,21,2143.848047
164.190413,24,2149.543542
254.46853,35,2157.913196
258.340887,36,2166.240988
239.480014,37,2174.686169
253.349715,37,2183.684033
226.272796,32,2191.132752
261.724781,36,2199.58687
213.933513,36,2208.075898
227.502524,32,2215.413897
154.905126,23,2220.546995
245.974198,35,2228.556456
209.934979,33,2236.328625
224.683272,33,2243.981544
210.778519,26,2249.861049
