Wall time,Step,Value
1713435260.1857502,50,17.126768112182617
1713435374.7583344,150,17.37682342529297
1713435385.5110738,160,16.162471771240234
1713435418.4237552,190,15.890158653259277
1713435429.4657867,200,16.523380279541016
1713435463.1718535,230,17.04034996032715
1713435507.787883,270,16.2746524810791
1713435519.136866,280,17.600467681884766
1713435664.1509054,410,16.224958419799805
1713435743.052494,480,16.15575408935547
1713435754.1158173,490,18.038330078125
1713435765.7280364,500,17.140764236450195
1713435822.2167356,550,17.562686920166016
1713435910.6642103,630,16.711694717407227
1713435922.3497763,640,16.487789154052734
1713435955.6202903,670,16.019760131835938
1713435967.0003262,680,16.30898666381836
1713436000.3068879,710,17.728500366210938
1713436011.696732,720,16.358673095703125
1713436078.8419333,780,17.21222496032715
1713436134.2212534,830,17.28089141845703
1713436214.2549815,900,16.056673049926758
1713436325.0754566,1000,17.756547927856445
1713436370.104044,1040,16.735807418823242
1713436403.6309922,1070,16.2795352935791
1713436414.743299,1080,17.10431671142578
1713436572.4084015,1220,16.18042755126953
1713436616.9208934,1260,16.885637283325195
1713436628.3320334,1270,16.193593978881836
1713436650.6571047,1290,18.465726852416992
1713436672.8042777,1310,16.589570999145508
1713436739.6917381,1370,18.198009490966797
1713436829.0219576,1450,17.87098503112793
1713436851.4125712,1470,17.544628143310547
1713436862.7303362,1480,17.48295783996582
1713436896.6032262,1510,16.245677947998047
1713436974.8362324,1580,17.358049392700195
1713437008.571895,1610,15.698813438415527
1713437031.3087575,1630,17.133602142333984
1713437053.8783271,1650,17.146900177001953
1713437132.3236198,1720,15.84506607055664
1713437143.894282,1730,16.3394775390625
1713437199.8438904,1780,16.179492950439453
1713437278.0269744,1850,15.760260581970215
1713437288.8033092,1860,15.962156295776367
1713437300.4938364,1870,16.64582061767578
1713437356.8865085,1920,16.94276237487793
1713437368.0644193,1930,16.898466110229492
1713437445.903309,2000,15.915952682495117
1713437479.55905,2030,16.16864776611328
1713437490.9314773,2040,16.275381088256836
1713437513.1946797,2060,15.986430168151855
1713437581.371096,2120,16.30724334716797
1713437604.216815,2140,16.32875633239746
1713437626.048985,2160,16.275779724121094
1713437682.1391273,2210,17.311147689819336
1713437727.419608,2250,16.23265838623047
1713437783.3819258,2300,16.864641189575195
1713437951.8122702,2450,16.850488662719727
1713437963.2066834,2460,17.014921188354492
1713438107.6398437,2590,15.798260688781738
1713438119.0465126,2600,15.952912330627441
1713438130.4671268,2610,16.35099983215332
1713438253.4108377,2720,15.826902389526367
1713438286.821919,2750,15.89388370513916
1713438332.2333593,2790,16.097105026245117
1713438377.221164,2830,16.861215591430664
1713438410.9253674,2860,16.464946746826172
1713438444.6046548,2890,16.1630916595459
1713438467.3495402,2910,16.701814651489258
1713438524.4014356,2960,17.840076446533203
1713438547.1021183,2980,17.59976577758789
1713438558.5940561,2990,16.742937088012695
1713438669.7380862,3090,17.579944610595703
1713438714.405531,3130,16.927738189697266
1713438759.375589,3170,17.944923400878906
1713438781.8281143,3190,16.141826629638672
1713438793.121448,3200,17.620075225830078
1713438828.0050204,3230,16.668596267700195
1713438998.0347812,3380,17.03330421447754
1713439009.263844,3390,17.194255828857422
1713439088.4922175,3460,18.30233383178711
1713439100.5018222,3470,15.77649974822998
1713439190.4098272,3550,17.086048126220703
1713439235.0546386,3590,16.39917755126953
1713439303.2906392,3650,15.807718276977539
1713439314.273888,3660,16.427547454833984
1713439325.4656613,3670,15.877678871154785
1713439336.67275,3680,15.160858154296875
1713439459.9487445,3790,16.602060317993164
1713439549.0326047,3870,15.8356351852417
1713439594.0726485,3910,15.982738494873047
1713439615.526311,3930,17.109113693237305
1713439672.3032947,3980,16.172813415527344
1713439728.8205922,4030,15.9415283203125
1713439751.4326918,4050,16.934663772583008
1713439875.3244736,4160,15.292373657226562
1713439942.492232,4220,17.467592239379883
1713439953.3124168,4230,16.73174285888672
1713440110.8931735,4370,16.29226303100586
1713440122.198644,4380,16.905025482177734
1713440144.9836729,4400,16.451398849487305
1713440189.9139037,4440,17.148635864257812
1713440201.1542306,4450,16.493274688720703
1713440223.0248213,4470,15.722274780273438
1713440289.9770727,4530,17.061012268066406
1713440335.345602,4570,15.289366722106934
1713440391.1065798,4620,17.056777954101562
1713440436.0616338,4660,17.074033737182617
1713440469.5961046,4690,16.874540328979492
1713440492.0155814,4710,16.249736785888672
1713440537.9944067,4750,16.207523345947266
1713440549.3313754,4760,15.751290321350098
1713440605.046969,4810,15.806330680847168
1713440616.2003648,4820,16.044374465942383
1713440682.9725327,4880,17.56894302368164
1713440704.9114828,4900,16.435461044311523
1713440760.2258039,4950,15.729273796081543
1713440939.6640255,5110,17.398088455200195
1713440950.2979531,5120,16.03525733947754
1713440961.7310307,5130,16.390480041503906
1713440973.2252147,5140,17.26907730102539
1713440984.8042727,5150,16.837478637695312
1713441018.229791,5180,16.726770401000977
1713441029.338818,5190,16.19989013671875
1713441040.2616158,5200,16.12087631225586
1713441198.1480193,5340,16.903705596923828
1713441208.9403055,5350,16.841968536376953
1713441231.580905,5370,15.922564506530762
1713441242.8547065,5380,16.453752517700195
1713441254.0284827,5390,16.798288345336914
1713441276.4978607,5410,17.868553161621094
1713441321.7168024,5450,17.746061325073242
1713441344.1090887,5470,16.869470596313477
1713441390.9062483,5510,15.503683090209961
1713441413.6425197,5530,17.405588150024414
1713441458.834777,5570,18.69108009338379
1713441527.7845416,5630,17.38599395751953
1713441550.7438226,5650,15.754620552062988
1713441596.150672,5690,16.530784606933594
1713441653.2168195,5740,18.31719207763672
1713441779.0329664,5850,16.627519607543945
1713441790.5795612,5860,15.441523551940918
1713441825.536301,5890,16.831283569335938
1713441849.1136565,5910,16.916460037231445
1713441860.360228,5920,17.04312515258789
1713441894.4336097,5950,17.228286743164062
1713441918.0202174,5970,18.12421226501465
1713441999.5211678,6040,17.703956604003906
1713442056.384334,6090,16.026811599731445
1713442113.5174956,6140,15.268749237060547
1713442125.0924718,6150,16.717315673828125
1713442216.2245615,6230,15.151485443115234
1713442228.1561913,6240,16.51576805114746
1713442262.8693938,6270,15.480700492858887
1713442285.588812,6290,16.846942901611328
1713442296.806335,6300,16.30436897277832
1713442341.9545434,6340,16.612279891967773
1713442386.313517,6380,16.477340698242188
1713442454.8565583,6440,16.62165069580078
1713442466.1852455,6450,15.830148696899414
1713442521.9745963,6500,17.100793838500977
1713442544.2923582,6520,16.399446487426758
1713442589.2649052,6560,17.250263214111328
1713442622.9868505,6590,16.926855087280273
1713442645.100413,6610,16.638513565063477
1713442723.037482,6680,15.62927532196045
1713442757.1968071,6710,17.268312454223633
1713442813.1500738,6760,16.42308235168457
1713442824.318098,6770,15.420465469360352
1713442868.5668566,6810,16.665109634399414
1713442913.6222591,6850,17.699100494384766
1713443003.70109,6930,17.507177352905273
1713443026.2336366,6950,16.748390197753906
1713443206.3971775,7110,15.827174186706543
1713443261.8791018,7160,17.770872116088867
1713443329.099461,7220,15.827239990234375
1713443351.4201107,7240,14.835944175720215
1713443373.990755,7260,16.720054626464844
1713443385.3536005,7270,16.301204681396484
1713443408.2378197,7290,15.971756935119629
1713443419.0857778,7300,17.9044132232666
1713443441.269492,7320,17.066314697265625
1713443452.3463495,7330,17.22958755493164
1713443463.382464,7340,16.297290802001953
1713443518.935421,7390,17.364591598510742
1713443586.4305606,7450,17.470035552978516
1713443812.2569516,7650,18.865070343017578
1713443823.222948,7660,16.162248611450195
1713443901.8894434,7730,15.672107696533203
1713443935.6787314,7760,17.139970779418945
1713443946.9358108,7770,17.416839599609375
1713443969.4881215,7790,15.619256973266602
1713443991.8478305,7810,16.556041717529297
1713444013.7741418,7830,15.12523365020752
1713444080.018809,7890,17.087772369384766
1713444260.1263628,8050,17.074064254760742
1713444271.1143792,8060,16.41483497619629
1713444293.298409,8080,16.747438430786133
1713444326.6596153,8110,17.308265686035156
1713444415.996896,8190,17.415050506591797
1713444427.1363342,8200,17.674537658691406
1713444527.7073298,8290,17.886188507080078
1713444572.6903996,8330,14.980690956115723
1713444606.573722,8360,17.08421516418457
1713444617.904486,8370,16.515649795532227
1713444662.2652726,8410,16.89430046081543
1713444695.8608031,8440,15.701319694519043
1713444718.2663765,8460,15.998333930969238
1713444786.1420581,8520,16.456222534179688
1713444853.4692428,8580,15.976319313049316
1713444886.3670776,8610,17.000347137451172
1713444909.7333794,8630,16.439414978027344
1713444955.0850298,8670,17.297096252441406
1713445000.8609788,8710,16.711132049560547
1713445012.6189177,8720,17.046709060668945
1713445158.446999,8850,17.851652145385742
1713445180.845922,8870,15.8129301071167
1713445248.0012524,8930,14.869351387023926
1713445282.142271,8960,18.016870498657227
1713445304.379792,8980,16.906173706054688
1713445349.5081532,9020,16.374113082885742
1713445361.2518833,9030,16.459030151367188
1713445427.7658753,9090,18.15062141418457
1713445449.8810387,9110,16.48155975341797
1713445539.6475449,9190,16.89210319519043
1713445651.8717883,9290,16.129501342773438
1713445674.759735,9310,16.197837829589844
1713445697.6579351,9330,16.868913650512695
1713445812.039663,9430,16.538198471069336
1713445890.7998059,9500,16.7044677734375
1713445925.2920067,9530,15.648642539978027
1713445959.322954,9560,15.744054794311523
1713446050.6562705,9640,15.473423957824707
1713446230.774323,9800,16.455167770385742
1713446264.54083,9830,16.132863998413086
1713446309.5857654,9870,17.947004318237305
1713446376.4368036,9930,16.859622955322266
1713446398.6197217,9950,16.452547073364258
1713446454.4905891,10000,17.354406356811523
1713446487.7751367,10030,16.09041976928711
1713446498.6461143,10040,15.667990684509277
1713446509.7951584,10050,16.95602035522461
1713446532.1298406,10070,16.787561416625977
1713446610.44986,10140,16.315282821655273
1713446632.6620731,10160,15.646732330322266
1713446710.9264886,10230,16.77727508544922
1713446754.9300995,10270,17.117136001586914
1713446777.7299623,10290,16.093795776367188
1713446867.5541742,10370,16.165990829467773
1713446878.815827,10380,17.35806655883789
1713446980.2373896,10470,16.47977638244629
1713447091.0796692,10570,15.521724700927734
1713447135.5592535,10610,16.52407455444336
1713447157.5487328,10630,15.105632781982422
1713447246.8953726,10710,17.266725540161133
1713447258.0843058,10720,17.918354034423828
1713447280.7320817,10740,17.322654724121094
1713447324.9436097,10780,17.431594848632812
1713447426.0865824,10870,16.298959732055664
1713447560.9333537,10990,14.125940322875977
1713447606.2803285,11030,17.888425827026367
1713447628.6392388,11050,17.4668025970459
1713447662.042612,11080,15.223034858703613
1713447685.0364,11100,16.25981330871582
1713447708.21883,11120,16.595638275146484
1713447821.0585203,11220,15.144770622253418
1713447831.840829,11230,16.67294692993164
1713447865.306392,11260,16.595272064208984
1713447876.3065073,11270,18.546958923339844
1713447910.3154793,11300,16.80795669555664
1713447943.8629835,11330,16.845184326171875
1713447966.5915372,11350,15.681373596191406
1713448022.3426688,11400,16.536054611206055
1713448100.4906907,11470,16.963367462158203
1713448156.2464778,11520,18.31888771057129
1713448168.1938367,11530,17.704662322998047
1713448280.318725,11630,18.313928604125977
1713448303.0310068,11650,17.0087833404541
1713448415.8534784,11750,17.046457290649414
1713448438.138888,11770,17.02518653869629
1713448449.2014437,11780,16.750484466552734
1713448527.990122,11850,17.38567543029785
1713448584.7888696,11900,15.797755241394043
1713448630.118712,11940,15.972902297973633
1713448641.210567,11950,18.262191772460938
1713448780.0022662,12070,17.139591217041016
1713448872.611935,12150,18.879663467407227
1713448919.165497,12190,16.09011459350586
1713448976.657226,12240,16.361961364746094
1713448999.328234,12260,17.80072593688965
1713449045.4197333,12300,17.32985496520996
1713449219.3106766,12450,16.80577850341797
1713449243.6571949,12470,17.362979888916016
1713449289.7509453,12510,17.272611618041992
1713449301.0731142,12520,17.803064346313477
1713449312.2371156,12530,16.73623275756836
1713449334.8728323,12550,16.381742477416992
1713449368.8474379,12580,18.049135208129883
1713449403.5133467,12610,16.934406280517578
1713449414.8005254,12620,15.487566947937012
1713449484.2582388,12680,17.756826400756836
1713449529.2814195,12720,18.08356475830078
1713449585.4226022,12770,16.872371673583984
1713449608.2844923,12790,15.960725784301758
1713449653.146021,12830,16.626049041748047
1713449687.4719245,12860,16.447559356689453
1713449743.9504652,12910,16.697778701782227
1713449777.3728776,12940,17.524791717529297
1713449834.1198912,12990,16.52585792541504
1713449845.8174474,13000,16.175399780273438
1713449879.3791757,13030,17.37998390197754
1713449924.1165366,13070,14.27682113647461
1713450025.4186122,13160,15.973705291748047
1713450104.0852287,13230,17.258440017700195
1713450138.3268726,13260,16.055654525756836
1713450149.2998416,13270,15.80835247039795
1713450250.27844,13360,16.159040451049805
1713450363.9195383,13460,17.58062171936035
1713450397.9288347,13490,16.438232421875
1713450465.1107788,13550,16.31156349182129
1713450532.947195,13610,17.724580764770508
1713450578.217735,13650,16.049701690673828
1713450701.950828,13760,16.718061447143555
1713450713.215722,13770,16.44681167602539
1713450758.2254405,13810,15.324080467224121
1713450825.971777,13870,16.643999099731445
1713450870.95415,13910,17.033554077148438
1713450905.6615136,13940,16.278100967407227
1713451180.5774984,14180,17.437305450439453
1713451227.7923708,14220,15.873800277709961
1713451343.2968082,14320,15.777645111083984
1713451401.0032506,14370,17.65633773803711
1713451423.309526,14390,15.86281967163086
1713451434.8494577,14400,15.766069412231445
1713451446.0613751,14410,15.896123886108398
1713451457.6529908,14420,16.89581871032715
1713451550.0927594,14500,16.75565528869629
1713451641.1181967,14580,16.361780166625977
1713451652.7360692,14590,16.352893829345703
1713451675.8353198,14610,17.209367752075195
1713451687.2987282,14620,16.047771453857422
1713451823.225226,14740,16.18192481994629
1713451834.147063,14750,16.21916389465332
1713451857.6179788,14770,16.199983596801758
1713451984.8621051,14880,16.40898895263672
1713452019.3235998,14910,17.20233917236328
1713452064.9910092,14950,17.88103675842285
1713452109.7899044,14990,17.786476135253906
1713452154.7871132,15030,15.718666076660156
1713452233.9945467,15100,17.60172462463379
1713452245.4152493,15110,16.20608901977539
1713452256.9292314,15120,18.531381607055664
1713452279.545815,15140,16.444990158081055
1713452313.4253318,15170,15.852644920349121
1713452451.9856832,15290,17.131731033325195
1713452520.4598575,15350,16.98476219177246
1713452554.7289827,15380,16.40749740600586
1713452566.2612517,15390,18.911876678466797
1713452680.6754642,15490,17.51043701171875
1713452715.0618,15520,16.11916732788086
1713452726.8520553,15530,16.57488441467285
1713452842.6875763,15630,15.865257263183594
1713452876.9540071,15660,17.154977798461914
1713452888.599954,15670,17.429414749145508
1713452912.2893472,15690,17.481246948242188
1713452957.7822382,15730,17.651561737060547
1713452968.8048077,15740,17.622716903686523
1713453002.8101528,15770,17.663719177246094
1713453048.0420573,15810,16.608007431030273
1713453103.9755118,15860,17.775833129882812
1713453228.4546192,15970,17.579036712646484
1713453285.510918,16020,16.629453659057617
1713453308.8076255,16040,16.871885299682617
1713453400.734451,16120,16.815731048583984
1713453585.1628902,16280,17.617679595947266
1713453675.441125,16360,16.30241584777832
1713453699.1147287,16380,16.399267196655273
1713453733.7564044,16410,14.953417778015137
1713453802.4040403,16470,16.45577049255371
1713453814.1895926,16480,16.23582649230957
1713453893.853127,16550,17.60470199584961
1713453984.2823012,16630,16.119937896728516
1713454028.8930867,16670,17.497943878173828
1713454075.998296,16710,16.53960609436035
1713454122.8417337,16750,16.15692710876465
1713454157.4237375,16780,16.991451263427734
1713454180.0448596,16800,16.24626350402832
1713454249.5834234,16860,16.132572174072266
1713454272.5724204,16880,16.142393112182617
1713454352.8869183,16950,16.21538543701172
1713454445.2846851,17030,16.10044288635254
1713454468.0978057,17050,17.67233657836914
1713454501.4686735,17080,17.48642349243164
1713454524.333771,17100,16.87837028503418
1713454536.1588013,17110,17.857873916625977
1713454547.8167858,17120,17.82341766357422
1713454626.6410098,17190,17.871116638183594
1713454672.2289433,17230,16.60693359375
1713454683.664819,17240,18.133512496948242
1713454706.2748585,17260,16.61970329284668
1713454763.5446653,17310,15.000360488891602
1713454853.52194,17390,15.878421783447266
